idx,se_name,se_text,benchmark_idx
769,pulmonary function test decreased,"Pulmonary function test decreased. Also known as: Function pulmonary decreased, Lung function decreased, Lung function decreased (NOS)",523
770,pulmonary hypertension,"Pulmonary hypertension. Also known as: Hypertension pulmonary, Pulmonary hypertension, Pulmonary hypertension aggravated",955
771,pulmonary oedema,"Pulmonary oedema. Also known as: Edema lung, Edema pulmonary, Lung edema",39
772,punctate keratitis,"Punctate keratitis. Also known as: Keratitis punctate, Keratitis superficial diffuse, Punctate keratitis",834
773,pupils unequal,pupils unequal,633
774,purpura,"Purpura. Also known as: Dermatitis haemorrhagic, Dermatitis hemorrhagic, Haemolytic type rash",849
775,pyelonephritis,"Pyelonephritis. Also known as: Other pyelonephritis or pyonephrosis, not specified as acute or chronic, Pyelitis or pyelonephritis in diseases classified elsewhere, Pyelonephritis",582
776,pyuria,"Pyuria. Also known as: Pyuria, Urine containing pus, Urine purulent",108
777,rales,"Rales. Also known as: Dry rale, Moist rales, Rale",464
778,rash,"Rash. Also known as: Dry rash face, Dry rash neck, Eruption",873
779,rash erythematous,"Rash erythematous. Also known as: Erythematous eruption, Erythematous florid universal rash, Erythematous rash",598
780,rash generalised,rash generalised,720
781,rash macular,"Rash macular. Also known as: Blotchy, Blotchy rash, Diffuse macular rash",348
782,rash maculo-papular,"Rash maculo-papular. Also known as: Maculo-papular, Maculo-papular rash, Maculopapular rash",869
783,rash papular,"Rash papular. Also known as: Dermatitis papular, Erythropapular rash, Erythropapular rash on trunk",982
784,rash pustular,"Rash pustular. Also known as: Pustular rash, Pustular skin eruption, Rash pustular",275
785,rectal haemorrhage,"Rectal haemorrhage. Also known as: Bleeding PR (excl gut haemorrhage and piles), Bleeding rectal, Haemorrhage from rectum (excl intestinal/piles)",36
786,rectal tenesmus,"Rectal tenesmus. Also known as: Defaecation urge painful, Defecation urge painful, Ineffective straining at stool",382
787,regurgitation,"Regurgitation. Also known as: Regurgitation of food, Regurgitation, Regurgitation of medication",98
788,renal failure,"Renal failure. Also known as: Failure kidney, Insufficiency renal, Kidney failure",160
789,renal impairment,"Renal impairment. Also known as: Chronic renal impairment, Disorders resulting from impaired renal function, Dysfunction kidney",334
790,renal pain,"Renal pain. Also known as: Kidney pain, Pain kidney, Renal pain",234
791,renal tubular necrosis,"Renal tubular necrosis. Also known as: Acute tubular necrosis, Kidney tubular necrosis, Kidney tubule necrosis",313
792,respiration abnormal,"Respiration abnormal. Also known as: Respiration abnormal, Respiratory sighs, Respiration abnormal NOS",706
793,respiratory depression,"Respiratory depression. Also known as: Depression respiratory, Respiration depressed, Respiratory depression",753
794,respiratory disorder,"Respiratory disorder. Also known as: Disorder respiratory system, Other and unspecified diseases of upper respiratory tract, Other diseases of nasal cavity and sinuses",789
795,respiratory distress,"Respiratory distress. Also known as: Distress respiratory, Respiratory distress",430
796,respiratory failure,"Respiratory failure. Also known as: Failure respiratory, Other pulmonary insufficiency, not elsewhere classified, Pulmonary insufficiency following trauma and surgery",876
797,respiratory tract congestion,"Respiratory tract congestion. Also known as: Chest congestion, Respiratory tract congestion",380
798,respiratory tract infection,"Respiratory tract infection. Also known as: Infection respiratory, Recurrent respiratory tract infections, Respiratory infection",282
799,restless legs syndrome,"Restless legs syndrome. Also known as: Legs restless, Restless leg syndrome, Restless legs",135
800,retching,"Retching. Also known as: Gagging, Retching, Dry heaves",473
801,retinal degeneration,"Retinal degeneration. Also known as: Angioid streaks of choroid, Chorioretinal atrophy, Choroidal degeneration, unspecified",860
802,retinal detachment,"Retinal detachment. Also known as: Detached retina, Detachment retinal, Old retinal detachment, partial",649
803,retinal disorder,"Retinal disorder. Also known as: Blister on macula of eye, Disorder retinal, Other retinal disorders",889
804,retinal haemorrhage,"Retinal haemorrhage. Also known as: Bleeding intraretinal, Blot haemorrhages, Blot hemorrhages",871
805,retroperitoneal haemorrhage,"Retroperitoneal haemorrhage. Also known as: Haemorrage retroperitoneal, Haemorrhage retroperitoneal, Hemorrhage retroperitoneal",950
806,rhabdomyolysis,"Rhabdomyolysis. Also known as: Muscle dissolution, Rhabdomyolysis, Rhabdomyolyses",169
807,rheumatoid arthritis,"Rheumatoid arthritis. Also known as: Arthritis rheumatoid, Arthritis rheumatoid aggravated, Chronic postrheumatic arthropathy",53
808,rhinitis,"Rhinitis. Also known as: Chronic nonspecific rhinitis, Chronic rhinitis, Chronic rhinitis (excl allergic)",216
809,rhinitis allergic,"Rhinitis allergic. Also known as: Allergic rhinitis, Allergic rhinitis (excl hay fever), Allergic rhinitis due to other allergen",47
810,rhinorrhoea,"Rhinorrhoea. Also known as: Mucous nasal increased, Nasal discharge, Nasal discharge watery excessive",732
811,rhonchi,"Rhonchi. Also known as: Rhonchi, Rhonchus, Respiratory Sounds",445
812,road traffic accident,"Road traffic accident. Also known as: Accident automobile, Accident in street, Automobile accident",868
813,rosacea,"Rosacea. Also known as: Acne rosacea, Rosacea, Rosacea-like dermatitis",212
814,salivary gland enlargement,"Salivary gland enlargement. Also known as: Enlargement salivary gland, Hypertrophy of salivary gland, Salivary gland enlargement",182
815,salivary hypersecretion,"Salivary hypersecretion. Also known as: Hypersalivation, Increased salivation, Ptyalism",826
816,salpingitis,"Salpingitis. Also known as: Acute salpingitis, Acute salpingitis and oophoritis, Chronic salpingitis",366
817,scab,"Scab. Also known as: Crust, Scab, Scabbing",225
818,schizophreniform disorder,"Schizophreniform disorder. Also known as: Reaction schizoid, Schizophrenic reaction, Schizophreniform disorder",288
819,sciatica,"Sciatica. Also known as: Cotunnius' disease, Ischial neuralgia, Ischias",754
820,scleritis,"Scleritis. Also known as: Anterior scleritis, Brawny scleritis, Other scleritis",126
821,seasonal allergy,"Seasonal allergy. Also known as: Allergic rhinitis due to pollen, Hay fever, Pollen allergy",977
822,seborrhoeic dermatitis,"Seborrhoeic dermatitis. Also known as: Dermatitis seborrheic, Dermatitis seborrhoeic, Eczema seborrhoeic",206
823,seborrhoeic keratosis,"Seborrhoeic keratosis. Also known as: Basal cell papilloma, Benign basal cell papilloma, Inflamed seborrheic keratosis",272
824,sensation of foreign body,"Sensation of foreign body. Also known as: Feeling of foreign body, Foreign body feeling of oesophagus, Pharyngolarynx foreign body feeling",603
825,sensory disturbance,"Sensory disturbance. Also known as: Abnormal physical sensation, Abnormal sensation of limbs, Sensory aberrations",549
826,sensory loss,"Sensory loss. Also known as: Loss of sensation, Sensation loss, Sensory loss",646
827,sepsis,"Sepsis. Also known as: Other specified septicaemias, Other specified septicemias, Pyaemia",641
828,septic shock,"Septic shock. Also known as: Septic shock, Shock septic, Culture negative septic shock",892
829,serotonin syndrome,"Serotonin syndrome. Also known as: Serotonin syndrome, Serotonin Syndrome, Serotonin Syndromes",128
830,serum sickness,"Serum sickness. Also known as: Anaphylactic shock due to serum, not elsewhere classified, Other serum reaction, not elsewhere classified, Serum reaction",793
831,sexual dysfunction,"Sexual dysfunction. Also known as: Sexual disorder NOS, Sexual dysfunction, Sexual dysfunction NOS",443
832,shock,"Shock. Also known as: Clinically shocked, Other shock without mention of trauma, Postoperative shock, not elsewhere classified",749
833,sialoadenitis,"Sialoadenitis. Also known as: Salivary gland infection, Salivary gland infection (excl mumps), Sialadenitis",392
834,sinus bradycardia,"Sinus bradycardia. Also known as: Bradycardia sinus, Sinus bradycardia",595
835,sinus congestion,"Sinus congestion. Also known as: Nasal sinus congestion, Sinus congestion, Sinus swelling",309
836,sinus headache,"Sinus headache. Also known as: Headache sinus, Sinus headache",26
837,sinus tachycardia,"Sinus tachycardia. Also known as: Sinus tachycardia, Tachycardia sinus, Tachycardia, Sinus",864
838,sinusitis,"Sinusitis. Also known as: Sinus infection, Sinusitis, Sinusitis NOS",188
839,skin atrophy,"Skin atrophy. Also known as: Atrophy skin, Crepy skin, Loss of skin elasticity",131
840,skin burning sensation,"Skin burning sensation. Also known as: Burning sensation in face, Burning sensation skin, Burning skin",820
841,skin cancer,"Skin cancer. Also known as: Cancer of skin, Cancer of skin (excl melanoma), Carcinoma skin",45
842,skin discolouration,"Skin discolouration. Also known as: Darkened skin, Decoloration skin, Discoloration skin",349
843,skin disorder,"Skin disorder. Also known as: Disorder skin (NOS), Other disorders of skin and subcutaneous tissue, Other specified conditions involving the integument of fetus and newborn",338
844,skin exfoliation,"Skin exfoliation. Also known as: Desquamation, Exfoliation, Exfoliation NOS",293
845,skin hyperpigmentation,"Skin hyperpigmentation. Also known as: Hyperpigmentation skin, Skin hyperpigmentation, Hypermelanosis",63
846,skin hypertrophy,"Skin hypertrophy. Also known as: Dorsi manus hypertrophy, Finger joint skin hypertrophy, Hypertrophy of skin",851
847,skin infection,"Skin infection. Also known as: Exacerbation of infection of skin, Local infections of skin and subcutaneous tissue, other, Other local infections of skin and subcutaneous tissue",307
848,skin irritation,"Skin irritation. Also known as: Irritation skin, Skin irritation, Excited skin syndrome",772
849,skin lesion,"Skin lesion. Also known as: Skin lesion, Skin lesion NOS",967
850,skin mass,"Skin mass. Also known as: Fibrous nodule, Nodule skin, Nodule subcutaneous",653
851,skin odour abnormal,"Skin odour abnormal. Also known as: Body odor, Body odour, Body smell altered",326
852,skin papilloma,"Skin papilloma. Also known as: Common wart, Common warts, Flat warts",68
853,skin striae,"Skin striae. Also known as: Extensive striae, Skin striae, Stretch marks",501
854,skin ulcer,"Skin ulcer. Also known as: Chronic skin ulcer, Chronic skin ulcer of other specified sites, Chronic skin ulcer of unspecified site",552
855,sleep apnoea syndrome,"Sleep apnoea syndrome. Also known as: Hypersomnia with sleep apnea, Insomnia with sleep apnea, Other and unspecified sleep apnea",665
856,sleep disorder,"Sleep disorder. Also known as: Aftersleeping, Disorder sleep, Nonorganic sleep disorder, unspecified",414
857,sluggishness,Sluggishness. Also known as: Sluggishness,610
858,sneezing,"Sneezing. Also known as: Paroxysmal sneeze, Sneezing, Sneezing excessive",231
859,snoring,"Snoring. Also known as: Snore, Snoring, Rhonchopathy",458
860,somnambulism,"Somnambulism. Also known as: Lunatism, Sleep walking, Somnambulation",490
861,somnolence,"Somnolence. Also known as: Daytime sleepiness, Drowsiness, Drowsy on awakening",70
862,speech disorder,"Speech disorder. Also known as: Abnormal words or word usage NOS, Babbling, Defect speech (NOS)",619
863,splenomegaly,"Splenomegaly. Also known as: Chronic congestive splenomegaly, Spleen dullness enlarged, Spleen enlarged",423
864,sputum increased,"Sputum increased. Also known as: Sputum excretion increased, Sputum increased",144
865,staphylococcal infection,"Staphylococcal infection. Also known as: Bacterial infection due to other staphylococcus, Bacterial infection due to staphylococcus aureus, Bacterial infection due to unspecified staphylococcus",852
866,status epilepticus,"Status epilepticus. Also known as: Grand mal status, epileptic, Status epilepticus, Status epilepticus grand mal",286
867,stevens-johnson syndrome,"Stevens-Johnson syndrome. Also known as: Stevens Johnson reaction, Stevens Johnson syndrome, Stevens Johnson type reaction",203
868,sticky skin,Sticky skin. Also known as: Sticky skin,956
869,stomatitis,"Stomatitis. Also known as: Buccal inflammation, Mouth irritation, Mucositis oral",853
870,strangury,Strangury. Also known as: Strangury,3
871,stridor,"Stridor. Also known as: Stridor, Stridor inspiratory, Respiratory Sounds",924
872,stupor,"Stupor. Also known as: Mental torpor, Stupor, Torpor",525
873,subarachnoid haemorrhage,"Subarachnoid haemorrhage. Also known as: Hemorrhage subarachnoid, Subarac hem following inj, w/o ment of open intcran wound, with brief loc, Subarac hem following inj, w/o ment of open intcran wound, with concussion, unspec",251
874,subdural haematoma,"Subdural haematoma. Also known as: Chronic subdural haemotoma, Chronic subdural hemotoma, Hematoma subdural",319
875,sudden death,"Sudden death. Also known as: Death occurring in less than 24 hours from onset of symptoms, not otherwise explained, Death sudden (NOS), Instantaneous death",575
876,suicidal ideation,"Suicidal ideation. Also known as: Suicidal ideation, Suicidal tendency, Life weariness",935
877,suicide attempt,"Suicide attempt. Also known as: Attempted suicide, Suicide attempt, Suicide attempt other than overdose",717
878,sunburn,"Sunburn. Also known as: Sun blister, Sunburn, Sunburns",931
879,supraventricular extrasystoles,"Supraventricular extrasystoles. Also known as: Extrasystoles atrial, Extrasystoles nodal, Extrasystoles supraventricular",504
880,supraventricular tachycardia,"Supraventricular tachycardia. Also known as: Atrioventricular nodal reentrant tachycardia, AV nodal reentrant tachycardia, AV nodal tachycardia",690
881,swelling,"Swelling. Also known as: Arms swollen red hot, Feeling swollen, Groin swelling",611
882,swelling face,"Swelling face. Also known as: Facial puffiness, Facial swelling, Puffiness face",500
883,syncope,"Syncope. Also known as: Faint, Fainting, Swooning",204
884,systemic lupus erythematosus,"Systemic lupus erythematosus. Also known as: Disseminated lupus erythematosus, LE reaction systemic, LE syndrome",544
885,tachycardia,"Tachycardia. Also known as: Tachycardia, Tachycardia (excl paroxysmal), Tachycardia nervous",290
886,tachypnoea,"Tachypnoea. Also known as: Polypnoea, Respiration stimulated, Tachypnea",948
887,tardive dyskinesia,"Tardive dyskinesia. Also known as: Dyskinesia tardive, Lip smacking, Tardive dyskinesia",597
888,telangiectasia,"Telangiectasia. Also known as: Multiple telangiectases, Multiple telangietases, Telangiectasia",512
889,temperature intolerance,"Temperature intolerance. Also known as: Cold intolerance, Heat intolerance, Heat sensitivity",817
890,tenderness,"Tenderness. Also known as: Tenderness, Tenderness (NOS), Tenderness NOS",750
891,tendinous contracture,"Tendinous contracture. Also known as: Contracture of tendon (sheath), Contracture tendinous, Tendinous contracture",312
892,tendon disorder,"Tendon disorder. Also known as: Disorder tendon, Disorders of bursae and tendons in shoulder region, unspecified, Tenden disorder",765
893,tendonitis,"Tendonitis. Also known as: Achilles bursitis or tendinitis, Achilles tendinitis, Achilles tendonitis",964
894,tenosynovitis,"Tenosynovitis. Also known as: Achilles tenosynovitis, Bicipital tenosynovitis, Other synovitis and tenosynovitis",50
895,tension,"Tension. Also known as: Feeling tense, Mental tension, Nervous tension",791
896,tension headache,"Tension headache. Also known as: Band-like headache, Head tightness, Headache tension",165
897,testicular pain,"Testicular pain. Also known as: Ache in testis, Pain in testis, Testicular pain",480
898,tetany,"Tetany. Also known as: Carpo-pedal spasm, Generalised tetany, Hypocalcemic tetany",676
899,therapeutic response unexpected,"Therapeutic response unexpected. Also known as: Benefit unexpected, Drug effect good unexpected beneficial, Therapeutic effect unexpected",759
900,thinking abnormal,"Thinking abnormal. Also known as: Abnormal thinking, Irrational, Thinking abnormal",651
901,thirst,"Thirst. Also known as: Effects of thirst, Excessive thirst, Increased thirst",335
902,throat irritation,"Throat irritation. Also known as: Burning in throat, Local throat irritation, Pharyngo-oral irritation",700
903,throat tightness,"Throat tightness. Also known as: Constriction throat, Pharynx closed sensation of, Throat constriction",865
904,thrombocytopenia,"Thrombocytopenia. Also known as: Primary thrombocytopenia, Secondary thrombocytopenia, Thrombocytopaenia",627
905,thrombocytosis,"Thrombocytosis. Also known as: Thrombocythaemia, Thrombocythemia, Thrombocytosis",875
906,thrombophlebitis,"Thrombophlebitis. Also known as: Thrombophlebitis, Thrombophlebitis arm, Thrombophlebitis leg",798
907,thrombosis,"Thrombosis. Also known as: Clot blood, Thrombosis, Thrombosis and thrombophlebitis of unspecified site",734
908,thrombotic thrombocytopenic purpura,"Thrombotic thrombocytopenic purpura. Also known as: Purpura thrombopaenic thrombotic, Purpura thrombopenic thrombotic, Thrombocytopenic purpura, thrombotic",83
909,thyroid disorder,"Thyroid disorder. Also known as: Disorder thyroid, Dysfunction thyroid, Other disorders of thyroid",984
910,thyroid neoplasm,"Thyroid neoplasm. Also known as: Neoplasm thyroid, Thryoid neoplasia, Thyroid neoplasia",71
911,thyroiditis,"Thyroiditis. Also known as: Iatrogenic thyroiditis, Thyroiditis, Thyroiditis NOS",450
912,tinnitus,"Tinnitus. Also known as: Aggravated ringing in ears, Ear buzzing, Ear cracking",381
913,tongue discolouration,"Tongue discolouration. Also known as: Discoloration tongue, Tongue black, Tongue brown",971
914,tongue disorder,"Tongue disorder. Also known as: Diseases and other conditions of the tongue, Disorder tongue, Other specified conditions of the tongue",51
915,tongue oedema,"Tongue oedema. Also known as: Edema tongue, Face & tongue oedema, Glossal oedema",342
916,tongue ulceration,"Tongue ulceration. Also known as: Tongue aphtha formation, Tongue ulceration, Ulceration tongue",33
917,tonsillitis,"Tonsillitis. Also known as: Acute tonsillitis, Acute tonsillitis (excl proven streptococcal), Infected tonsillar remnant",40
918,tooth abscess,"Tooth abscess. Also known as: Abscess dental, Abscess paradontal, Abscess periodontal",587
919,tooth disorder,"Tooth disorder. Also known as: Dental disorder NOS, Diseases of hard tissues of teeth, Disorder tooth",822
920,tooth infection,"Tooth infection. Also known as: Tooth infection, Odontogenic infection",693
921,toothache,"Toothache. Also known as: Odontalgia, Tooth ache, Toothache",428
922,torsade de pointes,"Torsade de pointes. Also known as: Torsade de pointes, Torsades de pointes, TdP ventricular tachycardia",58
923,torticollis,"Torticollis. Also known as: Spasmodic torticollis, Torticollis, Torticollis (excl congenital, psychogenic and traumatic)",728
924,toxic epidermal necrolysis,"Toxic epidermal necrolysis. Also known as: Drug eruption Lyell syndrome type, Epidermal necrolysis, Lyell",711
925,toxicity to various agents,"Toxicity to various agents. Also known as: Anti-infective agent toxicity, Barbiturate intoxication, Barbiturate intoxication (NOS)",487
926,tracheitis,"Tracheitis. Also known as: Acute laryngitis & tracheitis, Acute laryngitis and tracheitis, Acute laryngotracheitis",106
927,tracheobronchitis,"Tracheobronchitis. Also known as: Laryngotracheo bronchitis, Laryngotracheobronchitis, Tracheo-laryngeal bronchitis",965
928,transaminases increased,"Transaminases increased. Also known as: Serum transaminase increased, Transaminase NOS increased, Transaminase value increased",404
929,transient ischaemic attack,"Transient ischaemic attack. Also known as: Intermittent cerebral claudication, Other specified transient cerebral ischemias, TIA",4
930,tremor,"Tremor. Also known as: Essential and other specified forms of tremor, Parkinsonian-like tremor, Shakiness",762
931,trismus,"Trismus. Also known as: Jaw cramp, Jaw movements disturbance, Jaw spasm",684
932,tubulointerstitial nephritis,"Tubulointerstitial nephritis. Also known as: Acute interstitial nephritis, Chronic interstitial nephritis, Interstitial nephritis acute",679
933,tumour lysis syndrome,"Tumour lysis syndrome. Also known as: Tumor lysis syndrome, Tumour lysis syndrome, Laboratory tumour lysis syndrome",177
934,ulcer,"Ulcer. Also known as: Ulcer, Ulcer NOS, Ulceration",134
935,ulcerative keratitis,"Ulcerative keratitis. Also known as: Central corneal ulcer, Corneal ulcer marginal, Corneal ulcer NEC",703
936,unintended pregnancy,"Unintended pregnancy. Also known as: Pregnancy unexpected, Pregnancy unintended, Unexpected pregnancy",635
937,upper respiratory tract infection,"Upper respiratory tract infection. Also known as: Acute upper respiratory infection of multiple or unspecified sites, Acute upper respiratory infections of multiple or unspecified sites, Acute upper respiratory infections of other multiple sites",470
938,upper-airway cough syndrome,"Upper-airway cough syndrome. Also known as: Posterior nasal drip, Postnasal drip, Chronic post nasal drip",612
939,urethral disorder,"Urethral disorder. Also known as: Other specified disorders of urethra, Other specified disorders of urethra and urinary tract, Unspecified disorder of urethra and urinary tract",773
940,urethritis,"Urethritis. Also known as: NGU, Non-gonococcal urethritis, Nongonococcal urethritis",519
941,urethritis noninfective,"Urethritis noninfective. Also known as: Urethritis noninfective, Urethral irritation, Urethral inflammation",781
942,urinary hesitation,"Urinary hesitation. Also known as: Hesitancy, Hesitancy urination, Hesitancy/poor urinary stream",788
943,urinary incontinence,"Urinary incontinence. Also known as: Bladder incontinence, Dribbling of urine, Incontinence of urine",199
944,urinary retention,"Urinary retention. Also known as: Acute retention, Acute retention of urine, Bladder inability to empty",369
945,urinary tract disorder,"Urinary tract disorder. Also known as: Disorder urinary tract, Other abnormality of urination, Other symptoms involving urinary system",499
946,urinary tract infection,"Urinary tract infection. Also known as: Chronic UTI, Infection urinary tract, Lower urinary tract infection",562
947,urine abnormality,"Urine abnormality. Also known as: Cloudy urine, Nonspecific findings on examination of urine, Other nonspecific findings on examination of urine",844
948,urine analysis abnormal,"Urine analysis abnormal. Also known as: Urinalysis abnormal NOS, Urinary test abnormal, Urine abnormal",172
949,urine output increased,"Urine output increased. Also known as: Urine volume increased, Urine output increased, Urine volume 24 hour increased",699
950,urticaria,"Urticaria. Also known as: Acute allergic urticaria, Acute urticaria, Allergic urticaria",228
951,uterine disorder,"Uterine disorder. Also known as: Disorder uterine (NOS), Disorders of uterus, not elsewhere classified, Other specified disorders of uterus, not elsewhere classified",193
952,uterine haemorrhage,"Uterine haemorrhage. Also known as: Atonic hemorrhage, Endometrial bleeding, Haematometra",167
953,uterine leiomyoma,"Uterine leiomyoma. Also known as: Fibroid uterine enlarged, Fibroids, Intramural leiomyoma of uterus",150
954,uterine spasm,"Uterine spasm. Also known as: Spasm uterine, Spasm uterine cervix, Uterine contraction tonic",405
955,uveitis,"Uveitis. Also known as: Intermediate uveitis, Panuveitis, Pars planitis",625
956,vaginal discharge,"Vaginal discharge. Also known as: Discharge vaginal, Leukorrhea, Leukorrhea, not specified as infective",655
957,vaginal haemorrhage,"Vaginal haemorrhage. Also known as: Bleeding vaginal, Haemorrhage from vagina, Hemorrhage vaginal",839
958,vaginal infection,"Vaginal infection. Also known as: Acute vaginitis, Non-specific vaginitis, Vaginal infection",281
959,varicose vein,"Varicose vein. Also known as: Antepartum varicose veins of legs, Postpartum varicose veins of legs, Varices of other sites",121
960,vascular headache,"Vascular headache. Also known as: Headache vascular, Vascular headache, Vascular Headaches",874
961,vascular purpura,"Vascular purpura. Also known as: Peliosis, Purpura vascular, Vascular purpura",516
962,vasculitis,"Vasculitis. Also known as: Angiitis, Digital vasculitis, Focal vasculitis",975
963,vasodilation procedure,"Vasodilation procedure. Also known as: Vasodilation, Vasodilation procedure, Vasorelaxation",578
964,vasospasm,"Vasospasm. Also known as: Angiospasm, Spasm of vein, Vasospasm",403
965,venous thrombosis,"Venous thrombosis. Also known as: Phlebothrombosis, Thrombosis venous, Venous thrombosis",479
966,ventricular arrhythmia,"Ventricular arrhythmia. Also known as: Arrhythmia ventricular, Arrhythmia ventricular (NOS), Malignant ventricular arrhythmias",100
967,ventricular extrasystoles,"Ventricular extrasystoles. Also known as: Extrasystole ventricular, Extrasystole ventricular bigeminy, Extrasystoles ventricular",94
968,ventricular fibrillation,"Ventricular fibrillation. Also known as: Fibrillation paroxysmal vent, Fibrillation ventricular, Paroxysmal ventricular fibrillation",43
969,ventricular tachycardia,"Ventricular tachycardia. Also known as: Multifocal ventricular tachycardia, Multiform ventricular tachycardia, Paroxysmal ventricular tachycardia",34
970,vertigo,"Vertigo. Also known as: Head revolving around, Head revolving round, Head spinning",494
971,vestibular disorder,"Vestibular disorder. Also known as: Disorder vestibular, Vestibular abnormalities, Vestibular disorder",460
972,viral diarrhoea,"Viral diarrhoea. Also known as: Viral diarrhoea, Viral diarrhea",550
973,viral infection,"Viral infection. Also known as: Arthropod-borne viral disease, unspecified, Infection viral, Other arthropod-borne viral diseases",65
974,viral upper respiratory tract infection,"Viral upper respiratory tract infection. Also known as: Upper respiratory tract infection viral NOS, Viral upper respiratory tract infection",364
975,vision blurred,"Vision blurred. Also known as: Blurred vision, Blurring of eyes, Blurring of vision",747
976,visual acuity reduced,"Visual acuity reduced. Also known as: Deterioration of visual acuity, Low visual acuity, Visual activity decreased",939
977,visual impairment,"Visual impairment. Also known as: Abnormal retinal correspondence, Abnormal vision, Abnormal vision NOS",992
978,vomiting,"Vomiting. Also known as: Bilious vomiting, Emesis, Habit vomiting",520
979,vulvovaginal candidiasis,"Vulvovaginal candidiasis. Also known as: Candida vaginal, Candidiasis of vulva and vagina, Moniliasis vaginal",986
980,vulvovaginal dryness,"Vulvovaginal dryness. Also known as: Dryness vaginal, Vaginal dryness, Vulvovaginal dryness",736
981,vulvovaginal mycotic infection,"Vulvovaginal mycotic infection. Also known as: Vaginal mycosis, Vaginal yeast, Vaginal yeast infection",35
982,vulvovaginal pruritus,"Vulvovaginal pruritus. Also known as: Labial itching, Pruritus vulvae, Vaginal itching",620
983,vulvovaginitis,"Vulvovaginitis. Also known as: Vaginitis and vulvovaginitis, Vaginitis and vulvovaginitis in diseases classified elsewhere, Vaginitis and vulvovaginitis, unspecified",991
984,weight decreased,"Weight decreased. Also known as: Losing wt, Loss of weight, Lost weight",532
985,weight increased,"Weight increased. Also known as: Weight gain, Weight increase, Weight increased",374
986,wheezing,"Wheezing. Also known as: Increased wheeziness, Wheeze, Wheeze worsened",415
987,white blood cell count decreased,"White blood cell count decreased. Also known as: Decreased white cell count, WBC dec, White blood cell count decreased",862
988,white blood cell count increased,"White blood cell count increased. Also known as: Increased white cell count, Raised WBC, WBC inc",664
989,withdrawal syndrome,"Withdrawal syndrome. Also known as: Syndrome withdrawal, Withdrawal reaction, Withdrawal syndrome",353
990,wound infection,"Wound infection. Also known as: Post-traumatic wound infection, Posttraumatic wound infection not elsewhere classified, Wound infection",784
991,wound secretion,"Wound secretion. Also known as: Wound drainage increased, Wound secretion, Wound weeping",12
992,xerophthalmia,"Xerophthalmia. Also known as: Xerophthalmia, Xerophthalmias",590
993,yawning,"Yawning. Also known as: Yawn, Yawning, Yawning excessive",314
