idx,umls_cui,se_name,benchmark_idx,resolution_status,evidence
910,C0040136,thyroid neoplasm,71,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
911,C0040147,thyroiditis,450,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
912,C0040264,tinnitus,381,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
913,C0151596,tongue discolouration,971,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
914,C0040409,tongue disorder,51,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
915,C0151610,tongue oedema,342,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
916,C0235351,tongue ulceration,33,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
917,C0040425,tonsillitis,40,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
918,C0518988,tooth abscess,587,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
919,C0040435,tooth disorder,822,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
920,C0877046,tooth infection,693,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
921,C0040460,toothache,428,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
922,C0040479,torsade de pointes,58,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
923,C0040485,torticollis,728,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
924,C0014518,toxic epidermal necrolysis,711,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
925,C3160741,toxicity to various agents,487,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
926,C0040584,tracheitis,106,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
927,C0040586,tracheobronchitis,965,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
928,C0438717,transaminases increased,404,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
929,C0007787,transient ischaemic attack,4,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
930,C0040822,tremor,762,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
931,C0041105,trismus,684,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
932,C0041349,tubulointerstitial nephritis,679,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
933,C0041364,tumour lysis syndrome,177,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
934,C0041582,ulcer,134,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
935,C0010043,ulcerative keratitis,703,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
936,C0041747,unintended pregnancy,635,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
937,C0041912,upper respiratory tract infection,470,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
938,C2938875,upper-airway cough syndrome,612,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
939,C0041969,urethral disorder,773,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
940,C0041976,urethritis,519,resolved_by_auxiliary_semantic_features,"Semantic/glove neighbors include urinary tract infection, cystitis, pyelonephritis and infection terms."
941,C1328337,urethritis noninfective,781,resolved_by_auxiliary_semantic_features,Glove nearest neighbors include cystitis noninfective and orchitis noninfective.
942,C0152032,urinary hesitation,788,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
943,C0042024,urinary incontinence,199,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
944,C0080274,urinary retention,369,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
945,C0042075,urinary tract disorder,499,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
946,C0042029,urinary tract infection,562,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
947,C0235639,urine abnormality,844,resolved_by_auxiliary_semantic_features,"Semantic/glove neighbors include proteinuria, chromaturia, pyuria, haematuria and urine abnormalities."
948,C0438142,urine analysis abnormal,172,resolved_by_auxiliary_semantic_features,"Glove neighbors include laboratory test abnormal, liver function test abnormal and urine present lab findings."
949,C1167965,urine output increased,699,resolved_by_auxiliary_semantic_features,"Glove neighbors include oliguria, anuria and output-related renal/lab terms."
950,C0042109,urticaria,228,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
951,C0042131,uterine disorder,193,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
952,C0042134,uterine haemorrhage,167,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
953,C0042133,uterine leiomyoma,150,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
954,C0151998,uterine spasm,405,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
955,C0042164,uveitis,625,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
956,C0227791,vaginal discharge,655,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
957,C2979982,vaginal haemorrhage,839,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
958,C0404521,vaginal infection,281,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
959,C0042345,varicose vein,121,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
960,C0042376,vascular headache,874,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
961,C1368065,vascular purpura,516,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
962,C0042384,vasculitis,975,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
963,C1142412,vasodilation procedure,578,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
964,C0085616,vasospasm,403,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
965,C0042487,venous thrombosis,479,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
966,C0085612,ventricular arrhythmia,100,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
967,C0151636,ventricular extrasystoles,94,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
968,C0042510,ventricular fibrillation,43,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
969,C0042514,ventricular tachycardia,34,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
970,C0042571,vertigo,494,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
971,C0042594,vestibular disorder,460,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
972,C0152517,viral diarrhoea,550,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
973,C0042769,viral infection,65,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
974,C0339916,viral upper respiratory tract infection,364,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
975,C0344232,vision blurred,747,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
976,C0234632,visual acuity reduced,939,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
977,C3665347,visual impairment,992,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
978,C0042963,vomiting,520,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
979,C0700345,vulvovaginal candidiasis,986,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
980,C0520589,vulvovaginal dryness,736,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
981,C1609512,vulvovaginal mycotic infection,35,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
982,C1112214,vulvovaginal pruritus,620,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
983,C0042998,vulvovaginitis,991,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
984,C0043096,weight decreased,532,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
985,C0043094,weight increased,374,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
986,C0043144,wheezing,415,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
987,C0750394,white blood cell count decreased,862,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
988,C0750426,white blood cell count increased,664,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
989,C0038587,withdrawal syndrome,353,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
990,C0043241,wound infection,784,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
991,C0406834,wound secretion,12,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
992,C0043349,xerophthalmia,590,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
993,C0043387,yawning,314,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
