drugbank_id,drug_name,description,moa
DB13730,Nifurtoinol,,
DB13731,Butamirate,,
DB13732,Meglumine antimoniate,,
DB13733,Methylpentynol,,
DB13734,Biphenylol,,
DB13735,Potassium guaiacolsulfonate,Guaiacolsulfonate is an aromatic sulfonic acid. Potassium guaiacolsulfonate salt is an expectorant that thins the mucus in the lungs and reduces chest congestion.,
DB13736,Fenoxazoline,,
DB13737,Cyclobarbital,,
DB13738,Camylofin,,
DB13739,Penamecillin,,
DB13740,Bemegride,Bemegride is a CNS stimulant that is used to induce convulsions in experimental animals. It has also been used as a respiratory stimulant and in the treatment of barbiturate overdose.,
DB13741,Ioglycamic acid,,
DB13742,Elcatonin,,
DB13743,Sodium aurotiosulfate,,
DB13744,Piromidic acid,,
DB13745,Fazadinium bromide,,
DB13746,Bioallethrin,"Bioallethrin refers to a mixture of two of the allethrin isomers (1R,trans;1R and 1R,trans;1S) in an approximate ratio of 1:1, where both isomers are active ingredients. A mixture of the two same stereoisomers, but in an approximate ratio of R:S in 1:3, is called esbiothrin. A mixture containing only S-forms of allethrin is referred to as esbioallethrin or S-bioallethrin. Bioallethrin is a synthetic pyrethroid used as a pesticide against household pest insects such as mosquitoes, houseflies and cockroaches. It is claimed to have low mammalian toxicity.","Bioallethrin, like other pyrethroids, binds to voltage gated sodium channels in their closed state and modifies the gating kinetics [A4852]. Channel opening appears to increase affinity of the channel for pyrethroids like bioallethrin. Once bound pyrethroids slow both the opening and closing of the sodium channel resulting in a need for stronger excitatory potentials to produce an action potential and a delay in repolarization. The these changes make the neuron more susceptible to large action potentials and repeated firing by both increasing the initial threshold and reducing the input needed for after-potentials. When repeated firing does occur, the nerve terminal will release more neurotransmitter which can produce muscle paralysis through tetanus. This paralysis stops the breathing of lice and scabies parasites resulting in death.

Some pyrethroids act on calcium channels to increase intracelllular calcium [A16984]. Bioallethrin produces a very small increase in intracellular calcium in mouse neocortical neurons by acting on N-type calcium channels but the effect returns to baseline within 2 min. In contrast bioallethrin has been found to block L T, and P/Q-types of voltage gated calcium channels in human embryonic kidney cell cultures [A32817]. Bioallethrin has been found to inhibit both sodium-calcium dependent and magnesium-calcium ATP hydrolysis in insects although it, along with other type I pyrethroids, has a greater effect on sodium-calcium dependent hydrolysis [A32814]. Bioallethrin may stimulate phosphoinositol breakdown in synaptoneuromes as other type I pyrethroids have been observed to do so [A32815]. Other type I pyrethoids have also been found to bind to kainate receptors [A32816]."
DB13747,Trolamine,"Trolamine, which is also referred to as triethanolamine (TEA), is a tertiary amine and a triol. It is a bifunctional compound that exhibits both properties of alcohols and amines. Trolamine contains small amounts of diethanolamine and ethanolamine and may also act as an antioxidant against the auto-oxidation of animal and vegetable fats [A27174]. It is commonly used as a pH adjuster and surfactant in industrial and cosmetic products such as skin and hair conditioning products.","As an amine, trolamine is capable of accepting a hydrogen to form hydroxide and a conjugate acid. This raises the pH of the solution. As a surfactant, it can lower the interfacial tension in a mixture or solution to prevent separation of emulsions or precipitation of a compound out of solution."
DB13748,Tidiacic arginine,,
DB13749,Magnesium gluconate,"Magnesium gluconate is a magnesium salt of gluconate. It demonstrates the highest oral bioavailability of magnesium salts [L2608] and is used as a mineral supplement. Magnesium is ubiquitous in the human body, and is naturally present in many foods, added to other food products, available as a dietary supplement and used as an ingredient in some medicines (such as antacids and laxatives) [L2601].

Although magnesium is available in the form of sulphates, lactate, hydroxide, oxide and chloride, only magnesium gluconate is recommended for magnesium supplementation as it appears to be better absorbed and causes less diarrha [A32821].

This drug has been studied in the prevention of pregnancy-induced hypertension, and has displayed promising results [A32807]. In addition, it has been studied for its effects on premature uterine contractions [A32808].","Replaces deficient circulating levels of magnesium [L2602].

By competing with calcium for membrane binding sites and by stimulating calcium sequestration by sarcoplasmic reticulum, magnesium helps in the maintenance of a low resting intracellular free calcium ion concentration, which is essential in various cellular functions. The electrical properties of membranes and their permeability characteristics are also affected by magnesium [A32821].

Magnesium is essential to many enzymatic reactions in the body, serving as a cofactor in protein synthesis and in carbohydrate metabolism [L2606].

Magnesium contributes to the structural development of bone and is also essential in the synthesis of DNA, RNA, and the antioxidant glutathione. Magnesium also plays an important role in the active transport of calcium and potassium ions across cell membranes, a process which is important to nerve impulse conduction, muscle contraction, and normal heart rhythm [L2601].

In addition to the above, magnesium is an essential mineral required for the regulation of body temperature, nucleic acid and protein synthesis, and in preserving nerve and muscle cell electrical potentials.  Magnesium supplementation during pregnancy may help to reduce fetal growth restriction and pre-eclampsia, as well to increase birth weight [A32812]."
DB13750,Obidoxime,,
DB13751,Glycyrrhizic acid,"Glycyrrhizic acid is extracted from the root of the licorice plant; _Glycyrrhiza glabra_.[F79] It is a triterpene glycoside with glycyrrhetinic acid that possesses a wide range of pharmacological and biological activities. When extracted from the plant, it can be obtained in the form of ammonium glycyrrhizin and mono-ammonium glycyrrhizin.[T204] Glycyrrhizic acid has been developed in Japan and China as a hepatoprotective drug in cases of chronic hepatitis.[A33062] From January 2014, glycyrrhizic acid as part of the licorice extract was approved by the FDA as an existing food sweetener.[F80] It was approved by Health Canada to be used in over-the-counter products but all the products are currently on the status canceled post marketed.[L1113]","Glycyrrhizic acid can be found in the alpha and beta forms. The alpha form is predominant in the liver and duodenum and thus, it is thought that the anti-inflammatory liver effect of this drug are mainly due to the action of this isomer. Glycyrrhizic acid anti-inflammatory effect is generated via suppression of TNF alpha and caspase 3. It also inhibits the translocation of NFkB into the nuclei and conjugates free radicals. Some studies have shown a glycyrrhizic-driven inhibition of CD4+ T cell proliferation via JNK, ERK and PI3K/AKT.[A33062]

The antiviral activity of glycyrrhizic acid includes the inhibition of viral replication and immune regulation.[A33062] The antiviral activity of glycyrrhizic acid seems to be of a broad spectrum and be able to cover several different viral types such as vaccinia virus, herpes simplex virus, Newcastle disease virus and vesicular stomatitis virus.[A33063]

The effect of glycyrrhizic acid on metabolism is thought to be related to its inhibitory activity towards 11-beta-hydroxysteroid dehydrogenase type 1 which in turn decreases the activity of hexose-6-phosphate dehydrogenase. On the other hand, some studies have shown a potential lipoprotein lipase induction in non-hepatic tissues and thus it is suggested to enhance dyslipidemic conditions.[A33063]"
DB13752,Tetramethrin,,
DB13753,Cetiedil,,
DB13754,Mephenoxalone,,
DB13755,Iocarmic acid,,
DB13756,Peruvoside,,
DB13757,Epanolol,Epanolol is an beta blocker.,
DB13758,Meclofenoxate,,
DB13759,Fenpiverinium,,
DB13760,Niperotidine,,
DB13761,Tilactase,Tilactase is a beta-D-galactosidase obtained from _Aspergillus oryzae_. It is produced as a chewable tablet that has to be taken before the consumption of a lactose-containing meal.[A27172] The beta-D-galactosidase us a large monomeric multi-domain enzyme of 985 residues that presents a catalytic (alpha/beta)8-barrel domain.[A32591] It is considered by the WHO as part of the International Nonpropietary Names for Pharmaceutical Substances.[L2338],"Lactose is the primary disaccharide found in dairy products. Tilactase is a type of lactase which is the enzyme that is in charge of the breakdown of lactose to glucose and galactose which can be used by the body.[L2340] Basically, tilactase acts by replacing the missing lactase in the body and allows avoidance of the reach of lactose to the small intestine and the normal bacteria and thus, preventing the symptoms of the lactose intolerance. Once tilactase has metabolized the lactose, the metabolism products are reabsorbed by the normal process of digestion.[L2345]"
DB13762,Dexrabeprazole,,
DB13763,Aurotioprol,,
DB13764,Monoxerutin,"Monoxerutin is a flavonol, a type of flavonoid.",
DB13765,Mercuric chloride,Mercury chloride (HgCl2) is a highly toxic compound that volatizes slightly at ordinary temperature and appreciably at 100 degrees C. It is corrosive to mucous membranes and used as a topical antiseptic and disinfectant. Mercuric chloride was used to disinfect wounds by Arab physicians in the Middle Ages but modern medicine has since deemed it unsafe for use. [T112],
DB13766,Lidoflazine,,
DB13767,Vorozole,,
DB13768,Domiodol,,
DB13769,Emetonium iodide,,
DB13770,Vinylbital,,
DB13771,Ferric sodium citrate,,
DB13772,Rufloxacin,Rufloxacin is a quinolone antibiotic. [A31894],
DB13773,Sulfamethoxypyridazine,,
DB13774,Myristalkonium,,
DB13775,Tertatolol,Tertatolol is a beta blocker.,
DB13776,Ibacitabine,,
DB13777,Prenalterol,,
DB13778,Cefazedone,,
DB13779,Guanoclor,,
DB13780,Aluminium clofibrate,,
DB13781,Xamoterol,Xamoterol is a β1-adrenoceptor partial agonist that has shown to improve systolic and diastolic function in studies with heart failure patients. It modulates the sympathetic control of the heart but has no agonist action on β2-adrenoceptors.,
DB13782,Imipramine oxide,,
DB13783,Acemetacin,"Acemetacin is a carboxymethyl ester of indometacin. It is a potent non-steroidal anti-inflammatory drug, derived from the indol-3-acetic acid, whose activity is thought to be mainly through its active metabolite indomethacin.[A31352] In clinical trials, acemetacin exhibits a better gastric tolerability compared to its active metabolite indometacin.[T50] It was developed by E. Merck and Company in Germany as an attempt to provide a safer drug but other than the amelioration on the gastrointestinal effects, the metabolism of acetamicin led to the formation of indomethacin and it kept the same side effects.[T51]",Acemetacin is a non-selective inhibitor of the production of pro-inflammatory mediators derived from the action of the enzyme COX. COX is essential for the synthesis of prostaglandin E2 and F2 which are molecules derived from fatty acids and stored in the cell membrane.[T52] Acetometacine is metabolized and forms its major metabolite indometacin which is also a non-selective inhibitor of COX and exhibits the capacity to inhibit the motility of polymorphonuclear leukocytes and decreased cerebral flow by modulating the nitric oxide pathway and vasoconstriction.[T51]
DB13784,Dixyrazine,,
DB13785,Dropropizine,,
DB13786,Magnesium orotate,"Magnesium orotate is a magnesium salt of orotic acid and is poorly soluble in water. It is a source of magnesium and is used as a mineral supplement to treat Mg deficiency. Orotic acid acts as a transporter that carries magnesium into the cells. It also exhibits antioxidant properties, since it is a key intermediate in the biosynthetic pathway of pyrimidines that promotes the synthesis of enzymes which act as free radical scavengers. Experiments investigating the potential cardioprotective actions of orotic acid in pathological heart conditions are still ongoing.",
DB13787,Tilidine,,
DB13788,Chlorbenzoxamine,,
DB13789,Aluminium acetotartrate,,
DB13790,Fipexide,,
DB13791,Penfluridol,,
DB13792,Clopamide,"Clopamide is an oral diuretic agent with antihypertensive activity. Like thiazide diuretics, it has an aromatic sulfonamide base but with no double-ring structure.",
DB13793,Vinburnine,,
DB13794,Dimethoxanate,,
DB13795,Brodimoprim,,
DB13796,Dibunate,,
DB13797,Iodocholesterol (131I),,
DB13798,Demoxytocin,,
DB13799,Ethadione,,
DB13800,Calcium levulinate,"The relatively new calcium levulinate is produced from a direct reaction between L- or levulinic acid levulose and calcium hydroxide [L2765]. The resultant calcium levulinate formulation, when used as a calcium supplement, possesses a high calcium content that is observed to be 14.8% higher than the content typically found in calcium lactate [L2765]. This formulation is considered a low molecular weight organic calcium ion type that is easily absorbed through the intestinal wall [L2765].

This new application of calcium is intended for use as a food fortifier, to fortify foods like sauces, condiments, beer, beverages, soft drinks, milk and milk products, soy milk and soy products with calcium nutrition [L2765]. Calcium levulinate can be used alone, or with calcium lactate, calcium chloride, and other compounds, either for pharmaceutical tablets, capsules, or injections preparation [L2765].","Much like most calcium supplements, once calcium levulinate dissociates in the body after administration, absorption of the supplemental calcium ions across the intestinal wall serves to enhance calcium stores in the body [L2765, L2767, A33038].

Regardless, levulinic acid (LA) is a commonly used chemical with one carbonyl group, one carboxyl group, and alpha-H comprised in its inner structure, which belongs to short-chain and non-volatile fatty acids [L2767]. Moreover, the carbon-oxygen double bond from LA's carbonyl group possesses a strong polarity, where the oxygen atom has a stronger electron attracting ability compared to the carbon atom, such that the pi electron will ultimately transfer into the greater electronegative oxygen, therefore resulting in the formation of a positive charge center in the carbon atom [L2767]. The electrophilic center of the carbon atom subsequently plays a critical role when the carbonyl group performs chemical reactions [L2767]. Owing to the relatively strong electron receptor effect of the oxygen atom of the carbonyl group, LA has higher dissociation constants than a common saturated acid, which allows it to possess a stronger corresponding acidity [L2767]. Furthermore, LA can be isomerized into the enol-isomer, owing to the presence of the carbonyl group [L2767]. The chemical structure of LA consequently has several highly active sites, which facilitates it being used as a chemical platform for preparing many other chemical products [L2767].  For example, the special structure of LA allows various kinds of products to be generated by way of esterification, halogenation, hydrogenation, oxy-dehydrogenation, and/or condensation, among many other methods [L2767]."
DB13801,Muzolimine,,
DB13802,Epomediol,,
DB13803,Xipamide,,
DB13804,Benzylthiouracil,,
DB13805,Reposal,"Reposal is a barbiturate derivative invented in the 1960s in Denmark that has sedative, hypnotic and anticonvulsant properties. It was used primarily in the treatment of insomnia.",
DB13806,Linopirdine,,
DB13807,Tisopurine,,
DB13808,Mebhydrolin,,
DB13809,Paclitaxel poliglumex,,
DB13810,Dimemorfan,,
DB13811,Oblimersen,,
DB13812,Bufylline,,
DB13813,Iodoform,"Iodoform is an organoiodine compound with the formula CHI3 and a tetrahedral molecular geometry. It is a relatively water-insoluble yellow solid that is chemically reactive in free-radical reactions [A32890]. Due to its antimicrobial properties following topical administration, minimal levels of iodoform may be found in disinfectants and it is more primarily used for veterinary purposes. Iodoform has also been found in dental paste and root canal filling materials in combination with other intracanal medications due to its radiopacity [A32893]. Since the beginning of the 20th century, iodoform has been commonly used as a healing and antiseptic dressing or powder for wounds and sores, however such clinical use to this date is limited. Iodoform is soluble in fatty acids and decomposes releasing iodine in nascent state (96,7% of iodine) when in contact with secretions or endodontic infections [A32893].","While the mechanism of action of iodoform remains unclear, it is proposed that iodoform releases iodine, which denatures bacterial proteins by oxidation of the free iodine [A32896]. Iodoform may also play a role in chemical debridement for effective necrotic wound healing and tissue damage repair via collagen fibrinolysis; upon treatment in necrotic tissue, iodoform reduced the size of the macromolecules containing collagen I in wound surface proteins [A32894]. In human gingival fibroblasts _in vitro_, high concentrations of iodoform was shown to decrease the viability of macrophages and epithelial cells and reduced the secretion of _P. gingivalis_-induced TNFα [A32895]. P. gingivalis is an anaerobic bacteria present in anaerobic oral niches including periapical sites and periodontal pockets [A32895]."
DB13814,Talampicillin,,
DB13815,Xenysalate,,
DB13816,Aspoxicillin,,
DB13817,Carbromal,,
DB13818,Bibrocathol,,
DB13819,Proxazole,,
DB13820,Oxomemazine,,
DB13821,Ceftezole,,
DB13822,Meprotixol,,
DB13823,Pipemidic acid,,
DB13824,Enprostil,,
DB13825,Fedrilate,,
DB13826,Etohexadiol,,
DB13827,Indanazoline,,
DB13828,Cyfluthrin,,
DB13829,Calcium silicate,,
DB13830,Copper usnate,,
DB13831,Potassium permanganate,,
DB13832,Ranimustine,,
DB13833,Methylatropine,,
DB13834,Phenylmercuric borate,,
DB13835,Caroverine,,
DB13836,Metampicillin,Metampicillin is a penicillin antibiotic prepared by the reaction of ampicillin with formaldehyde. It is hydrolysed in aqueous solution to form ampicillin. Hydrolysis is rapid under acid conditions like the stomach.,
DB13837,Doxefazepam,,
DB13838,Noxytiolin,"Local antibacterial that probably acts by releasing formaldehyde in aqueous solutions. It is used for THERAPEUTIC IRRIGATION of infected body cavities - bladder, peritoneum, etc. and as a spray for burns.",
DB13839,Dipyrocetyl,,
DB13840,Hydroxyethylpromethazine,,
DB13841,Clopenthixol,Clopenthixol is a thioxanthene with therapeutic actions similar to the phenothiazine antipsychotics. It is an antagonist at D1 and D2 dopamine receptors.,
DB13842,Etofylline nicotinate,"Etofylline nicotinate, a theophylline derivative, is a drug that causes vasodilation and relaxation of smooth muscle.",
DB13843,Cloprednol,"Cloprednol is a synthetic glucocorticoid that has been investigated for use in the treatment of asthma. [A31775,A31776]",
DB13844,Pipenzolate,,
DB13845,Etafenone,Etafenone is a vasodilator.,
DB13846,Pyrrobutamine,,
DB13847,Rhenium Re-186 sulfide,,
DB13848,Fluorodopa (18F),Fluorodopa F 18 is a fluorinated analog of [levodopa] used as a diagnostic agent for positron emission tomography (PET) in the evaluation of Parkinsonian syndromes.[L12849] Fluorodopa F 18 PET is used adjunctly with other diagnostic investigations and serves primarily to visualize dopaminergic nerve terminals in the striatum.[L12849],
DB13849,Clofibride,,
DB13850,Timepidium,,
DB13851,Artemotil,"Artemotil, also known as β-arteether, is a semi-synthetic derivative of artemisinin and a fast acting blood schizonticide specifically indicated for the treatment of chloroquine-resistant _Plasmodium falciparum_ malaria and cerebral malaria cases.",
DB13852,Mefenorex,,
DB13853,Anethole trithione,"Anethole trithione (ATT) appears to have a broad range of unique functions, from increasing salivary secretion to help treat xerostomia [A27165, A32618, A32620, A32621], to demonstrating an ability to inhibit carcinogenesis by increasing the activity of electrophile detoxification enzymes [A32619], and even being used as an adjunctive therapy for cholecystitis, gallstone, indigestion, and acute/chronic hepatitis [L2388] and is marketed in certain countries like France, Germany, and China [A32614].

Unfortunately, many of the specific mechanisms of action to these activities have yet to be formally elucidated, which means that while studies are ongoing, ATT itself is not necessarily formally indicated for many of these aforementioned functions at this time and is only used in limited regions around the world.","Epidemiological studies demonstrate that the prevalence of xerostomia and salivary gland hypofunction (SGH) rises with age, and is largely associated with medications and health [A32620]. In particular, anethole trithione (ATT) is believed to cause an increase in salivary secretion by upregulating the number of muscarinic receptor (whose stimulation is known to increase salivary secretion) sites on the salivary acinar cells [A32618, A32620, A32621]. Moreover, the combination use of ATT and pilocarpine is also thought to be effective in a synergistic manner - as ATT increases the number of cell surface receptors on salivary acinar cells, the pilocarpine, which is a parasympathetic agent, stimulates the newly formed receptors [A32620, A32621].

In addition, studies have also shown that the administration of ATT can also enhance the upregulation and release of substance P and alpha-calcitonin gene-related peptide [A32617]. As receptors for peptides like alpha-calcitonin gene-related peptide are found throughout the body, the increase in these such proteins may modulate a variety of physiological functions in various body systems, even in the gastrointestinal or salivary actions [A32617]. Regardless, it has been shown that the use of ATT in patients can cause an increase in salivary flow rate in patients with xerostomia caused by senile hypofunction, medication side effects, and oral cancer therapy [A27165] and has been indicated for use in treating xerostomia associated with conditions like Sjogren's syndrome [A32618]. Nevertheless, there exist also studies that suggest ATT is generally only effective in managing the symptoms of mild salivary gland hypofunction but is not particularly useful for treating severe salivary gland hypofunction or severe cases of Sjogren's syndrome [A32618, A32620].

ATT is also used as an adjunctive therapy for cholecystitis, gallstone, indigestion, and acute/chronic hepatitis in certain countries like France, Germany, and China [A32614, A32616]. With regards to this particular indication, it is believed that ATT can facilitate raises in the level of glutathione in the liver, and raises in the activity of glutamylcysteine synthetase, glutathione reductase, and glutathione S transferase [L2388]. All of these effects are consequently intimately involved in the cellular antioxidant activity of glutathione where glutamylcysteine synthetase is the first enzyme involved in the cellular glutathione biosynthesis pathway; where glutathione reductase is necessary for catalyzing the reduction of pathway intermediates to glutathione; and glutathione S transferase catalyze the conjugation of the reduced form of glutathione to xenobiotic substrates for the purpose of detoxification [L2388]. Finally, glutathione itself is an important antioxidant found in plants, animals, fungi, and some bacteria where it assists in preventing damage to cellular components caused by reactive oxygen species, free radicals, etc [L2388]. Taken altogether, these various actions are suitable for treating cholecystitis, gall stones, indigestion, and may be used in the assisting treatment of acute and chronic hepatosis.

Although the specific mechanism of action for which ATT is seemingly capable of inhibiting tumorigenesis to a certain degree remains to be elucidated, some potential plausible mechanisms have been discussed. One such potential mechanism suggests that ATT has the capability to alter the metabolism of carcinogens by increasing the rate of detoxification of carcinogens in target organs like the liver and colon, thereby decreasing the generation of carcinogen metabolites and reducing parent-carcinogen induced carcinogenesis by way of those agents [A32619]. And finally, a second potential mechanism proposes that ATT can strikingly increase the antioxidant activities of colonic and liver GST, NAD(P)H:QR, and UDP-GT, therefore eliciting a chemoprotective action [A32619]."
DB13854,Gamolenic acid,"Gamolenic acid, or gamma-linolenic acid (γ-Linolenic acid) or GLA, is an essential fatty acid (EFA) comprised of 18 carbon atoms with three double bonds [F27] that is most commonly found in human milk and other botanical sources [A32848]. It is an omega-6 polyunsaturated fatty acid (PUFA) also referred to as 18:3n-6; 6,9,12-octadecatrienoic acid; and cis-6, cis-9, cis-12- octadecatrienoic acid [F27]. Gamolenic acid is produced minimally in the body as the delta 6-desaturase metabolite of [DB00132]. It is converted to [DB00154], a biosynthetic precursor of monoenoic prostaglandins such as PGE1. While Gamolenic acid is found naturally in the fatty acid fractions of some plant seed oils [F27], [DB11358] and [DB11238] are rich sources of gamolenic acid. Evening primrose oil has been investigated for clinical use in menopausal syndrome, diabetic neuropathy, and breast pain, where gamolenic acid is present at concentrations of 7-14% [F27]. Gamolenic acid may be found in over-the-counter dietary supplements. Gamolenic acid is also found in some fungal sources and also present naturally in the form of triglycerides [F27]. Various clinical indications of gamolenic acid have been studied, including rheumatoid arthritis, atopic eczema, acute respiratory distress syndrome, asthma, premenstrual syndrome, cardiovascular disease, ulcerative colitis, ADHD, cancer, osteoporosis, diabetic neuropathy, and insomnia.","Once gamolenic acid (GLA) is absorbed and converted to dihomo-gamolenic acid (DGLA), circulating DGLA fatty acids are converted to several lipid mediators with predominantly anti-inflammatory properties, such as prostaglandin-E1 (PGE1) and 15-HETrE. The anti-inflammatory effects of DGLA are attributed to both the anti-inflammatory properties of DGLA-derived metabolites and the ability of DGLA and its products to compete with arachidonic acid (AA) in the synthesis of pro-inflammatory potent eicosanoid products, such as prostaglandins, thromboxane and leukotrienes [A32848]. Both PGE1 and 15-HETrE are known to suppress inflammation, promote vasodilation, lower blood pressure, inhibit smooth muscle cell proliferation, inhibit platelet aggregation, and exert anti-neoplastic activities [A32848]. PGE1 is a potent vasodilator that binds to surface receptors on smooth muscle cells, increasing intracellular cAMP [F27]. PGE1 is binds to G protein coupled surface PGE (EP) receptors and prostacyclin (IP) receptors as a natural ligand [A32849]. 

GLA is proposed to enhance calcium absorption, reduce excretion and increase calcium deposition in bone [A32862]. It is proposed that GLA may suppress tumor growth _in vivo_ by increasing the expression of E-cadherin, a cell-to-cell adhesion molecule that acts as a suppressor of metastasis. Another possible mechanism of tumour suppression is that GLA also reduces tumor-endothelium adhesion, which is a key factor in the establishment of distant metastases, partly by improving gap junction communication within the endothelium [A32849]. By targeting the inflammatory process involved in the pathogenesis of diabetic nephropathy, GLA inhibits the expression of inflammatory mediators that tend be elevated in diabetes, intracellular adhesion molecule-1 (ICAM-1) and monocyte chemoattractant protein-1 (MCP-1), thereby attenuates the recruitment and infiltration of monocytes or macrophages [A32850]."
DB13855,Nifuroxazide,,
DB13856,Fluclorolone,,
DB13857,Demegestone,"Demegestone is a progesterone receptor agonist that was previously used to treat luteal insufficiency. It was previously marketed in France as Lutionex, but has since been discontinued.",
DB13858,Dimazole,Dimazole (diamthazole) is an antifungal. It was withdrawn in Franch in 1972 due to neuropsychiatric reactions.,
DB13860,Imidazole salicylate,,
DB13861,Iopentol,Iopentol is used as a contrast medium.,
DB13862,Magnesium phosphate,,
DB13863,Fosfructose,,
DB13864,Hemoglobin crosfumaril,Hemoglobin in which the alpha-subunit are cross-linked intramolecularly.,
DB13865,Dehydroemetine,,
DB13866,Etynodiol,"Etynodiol (INN), or ethynodiol (BAN) is a steroidal progestin related to norethisterone which was never marketed. While etynodiol is sometimes used as a synonym for etynodiol diacetate, it usually refers to etynodiol diacetate (see [DB00823]), not etynodiol.",
DB13867,Fluticasone,"Fluticasone is a synthetic glucocorticoid available as 2 esters, [DB08906] and [DB00588][F4355,F4358,F4361,F4364][FDA Label]. These drugs are available as inhalers, nasal, sprays, and topical treatments for various inflammatory indications[F4355,F4358,F4361,F4364][FDA Label]. [DB00588] was first approved in 1990[L5962] and [DB08906] was approved in 2007[L5965].","[DB08906] and [DB00588] work through an unknown mechanism to affect the action of various cell types and mediators of inflammation[F4361,F4364,F4358]. In vitro experiments show [DB08906] activating glucocorticoid receptors, inhibiting nuclear factor kappa b, and inhibiting lung eosinophilia in rats[F4361,F4364,A177130]. [DB00588] performs similar activity but is not stated to affect nuclear factor kappa b[F4358,F4355]."
DB13868,Adefovir,,
DB13869,2-Methoxy-6-{(E)-[(4-methylphenyl)imino]methyl}phenol,TIMBD is an azaresveratrol analog.,
DB13871,Albendazole oxide,,
DB13872,Lormetazepam,Lormatazepam is an orally available benzodiazepine used in the UK for the treatment of short-term insomnia [L927]. It is marketed by Auden Mckenzie (Pharma Division) in 0.5 and 1 mg tablet formulations.,"Lormetazepam, as a benzodiazepine, binds to the regulatory site between the α and γ subunits of γ-aminobutryic acid (GABA) A receptors with γ2 and α1, α2, α3, or α5 subunits [T28]. This facilitates the opening of the chloride channel allowing chloride ions to flow into the neuron resulting in hyperpolarization. Hyperpolarized neurons require greater simulation to reach their action potential threshold. The general inhibitory effect on neuronal depolarization produces the effects of lormetazepam."
DB13873,Fenofibric acid,"Fenofibric acid is a lipid-lowering agent that is used in severe hypertriglyceridemia, primary hyperlipidemia, and mixed dyslipidemia. It works to decrease elevated low-density lipoprotein cholesterol, total cholesterol, triglycerides, apolipoprotein B, while increasing high-density lipoprotein cholesterol.[A32038,L12855] Due to its high hydrophilicity and poor absorption profile,[A32038] prodrug ,[fenofibrate], and other conjugated compounds of fenofibric acid, such as choline fenofibrate, have been developed for improved solubility, gastrointestinal absorption, and bioavailability, and more convenient administration.[A32038,A193362]","Having performed clinical studies with in vivo transgenic mice and in vitro human hepatocyte cultures, it is believed that the principal mechanism of action of fenofibric acid is demonstrated through its capability to activate peroxisome proliferator receptor alpha (PPAR-alpha) [FDA Label].

By activating PPAR-alpha, fenofibric acid increases lipolysis and the elimination of triglyceride-rich particles from plasma by actuating lipoprotein lipase and reducing production of apoprotein C-III, which acts as an inhibitor of lipoprotein lipase activity [FDA Label]. The resultant decrease in triglycerides causes an alteration in the size and composition of low-density-lipoprotein from small, dense particles to large, buoyant ones [FDA Label]. The size of these larger low-density-lipoprotein particles have a greater affinity for cholesterol receptors and are therefore catabolized more rapidly [FDA Label]. Additionally, fenofibric acid's activation of PPAR-alpha also induces an increase in the synthesis of apoproteins apo A-I, apo A-II, and high-density-lipoprotein [FDA Label].

Moreover, the use of fenofibric acid can also act to reduce serum uric acid levels in ordinary or hyperuricemic individuals by increasing the urinary excretion of uric acid [FDA Label]."
DB13874,Enasidenib,"Enasidenib is an orally available treatment for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with specific mutations in the isocitrate dehydrogenase 2 (IDH2) gene, which is a recurrent mutation detected in 12-20% of adult patients with AML [A20344, A20345]. Patients eligible for this treatment are selected by testing the presence of IDH2 mutations in the blood or bone marrow. This small molecule acts as an allosteric inhibitor of mutant IDH2 enzyme to prevent cell growth, and it also has shown to block several other enzymes that play a role in abnormal cell differentiation. First developed by Agios Pharmaceuticals and licensed to Celgene, enasidenib was approved by U.S. Food and Drug Administration on August 1, 2017.","Enasidenib is a selective inhibitor of IDH2, a mitochondria-localized enzyme involved in diverse cellular processes, including adaptation to hypoxia, histone demethylation and DNA modification [A20344]. Wild-type IDH proteins play a cruicial role in the Krebs/citric acid cycle where it catalyzes the oxidative decarboxylation of isocitrate to α-ketoglutarate. In comparison, mutant forms of IDH2 enzyme mediates a neomorphic activity and catalyze reduction of α-KG to the (R) enantiomer of 2-hydroxyglutarate, which is associated with DNA and histone hypermethylation, altered gene expression and blocked cellular differentiation of hematopoietic progenitor cells [A20344]. Enasidenib primarily targets the mutant IDH2 variants R140Q, R172S, and R172K with higher potency than the wild type enzyme form [FDA Label]. Inhibition of the enzyme leads to decreased levels of 2-hydroxyglutarate (2-HG) and promotion of proper differentiation and clonal proliferation of cells of the myeloid lineage [A20345]."
DB13875,Harmaline,,
DB13876,Brofaromine,,
DB13877,Iniparib,,
